filename,clipdet_latent10k,clipdet_latent10k_plus,Corvi2023,fusion[max_logit],fusion[mean_logit],fusion[median_logit],fusion[lse_logit],fusion[mean_prob],fusion[soft_or_prob]
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0010.jpg,-0.5107843,1.1461141,-0.9745667,1.1461141,-0.113078974,-0.5107843,1.4166598,-0.12311366487083453,2.0964026
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0011.jpg,-0.43440574,1.0814551,-2.0144677,1.0814551,-0.4558061,-0.43440574,1.3164104,-0.3261454768208041,1.8522941
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0012.jpg,-0.58194995,0.84147096,0.46844175,0.84147096,0.24265425,0.46844175,1.4987493,0.23071635534325974,2.521062
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0013.jpg,-0.42833966,0.9249792,-1.5639623,0.9249792,-0.35577425,-0.42833966,1.2186774,-0.2904825201902498,1.7974166
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0014.jpg,-0.6318476,0.80496264,-1.2444205,0.80496264,-0.35710183,-0.6318476,1.1172147,-0.320318651808142,1.683699
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0015.jpg,-0.4249305,0.7812562,-0.58994454,0.7812562,-0.077872954,-0.4249305,1.2215339,-0.08279923572149306,1.9720523
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0016.jpg,-0.6097256,0.52918947,0.94623214,0.94623214,0.28856534,0.52918947,1.57216,0.27067070472684085,2.631115
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0017.jpg,-0.76069474,0.79304874,-1.4789168,0.79304874,-0.4821876,-0.76069474,1.066554,-0.4157925626094394,1.5652277
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0018.jpg,-0.572938,0.5552044,-1.3532077,0.5552044,-0.45698047,-0.572938,0.94179213,-0.40373241050023234,1.4808772
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0019.jpg,-0.5345313,0.60121846,-1.0451149,0.60121846,-0.32614258,-0.5345313,1.0159317,-0.30151703252667006,1.6202548
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0020.jpg,-0.91431904,0.69698834,0.7877778,0.7877778,0.19014902,0.69698834,1.5275753,0.18854390135421484,2.5237896
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0021.jpg,-0.42019004,0.7900479,-0.6264472,0.7900479,-0.08552978,-0.42019004,1.2222776,-0.08988788886965227,1.9664109
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0022.jpg,-0.5672938,0.98183346,-0.9741236,0.98183346,-0.18652798,-0.5672938,1.284795,-0.1826491640521588,1.9345407
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0023.jpg,-0.6599591,0.6959138,-0.8512833,0.6959138,-0.2717762,-0.6599591,1.0815612,-0.25850502414711507,1.705678
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0024.jpg,-0.5380799,0.92878604,1.1510653,1.1510653,0.5139238,0.92878604,1.8368702,0.46861657462885675,3.103553
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0025.jpg,-0.38310838,0.98549616,-0.6733625,0.98549616,-0.023658236,-0.38310838,1.3534794,-0.03824571479959249,2.121405
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0026.jpg,-0.31420445,1.1808009,-0.43905094,1.1808009,0.14251517,-0.31420445,1.5329887,0.10562844622671974,2.4082708
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0027.jpg,-0.6414931,0.9389856,-1.3400831,0.9389856,-0.34753022,-0.6414931,1.2076807,-0.30732951765308636,1.7668126
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0028.jpg,-0.63604856,0.9234885,0.8286998,0.9234885,0.3720466,0.8286998,1.6748095,0.34741637992124497,2.8156185
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0029.jpg,-0.6058284,0.81639147,-1.3055335,0.81639147,-0.36499014,-0.6058284,1.1245956,-0.32316143443374223,1.6880505
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0030.jpg,-0.6165991,0.90819323,-0.9748987,0.90819323,-0.22776818,-0.6165991,1.2228472,-0.21807235153032734,1.8530806
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0031.jpg,-0.39694798,1.0135349,-1.360458,1.0135349,-0.24795704,-0.39694798,1.3040632,-0.21425164746953262,1.9302818
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0032.jpg,-0.4552139,1.0390887,0.55279934,1.0390887,0.37889138,0.55279934,1.6484787,0.3523759887438982,2.7803056
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0033.jpg,-0.2912326,1.0969572,-2.3189664,1.0969572,-0.5044139,-0.2912326,1.3456693,-0.3132622187541104,1.8972337
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0034.jpg,-0.4774687,0.94746184,-2.2848153,0.94746184,-0.6049407,-0.4774687,1.1943163,-0.41124228546517516,1.684515
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0035.jpg,-0.10840213,1.2005453,-3.2541177,1.2005453,-0.7206581,-0.10840213,1.4487548,-0.29719924579007706,2.017099
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0036.jpg,-0.43362015,1.0687071,-1.3598894,1.0687071,-0.24160081,-0.43362015,1.3393234,-0.21162430161985946,1.9603512
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0037.jpg,-0.43908405,1.0076668,-3.0506551,1.0076668,-0.8273575,-0.43908405,1.2328975,-0.4477163063390282,1.6938967
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0038.jpg,-0.30144167,1.0882154,-3.6178691,1.0882154,-0.94369847,-0.30144167,1.3178982,-0.40631409568244425,1.8067056
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0039.jpg,-0.5107727,1.0572101,-3.8621848,1.0572101,-1.105249,-0.5107727,1.2525868,-0.49272049765328196,1.6744579
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0040.jpg,-0.575479,0.82428765,-2.448805,0.82428765,-0.73333216,-0.575479,1.074691,-0.4971311750419211,1.5190728
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0041.jpg,-0.3343587,0.9900155,-4.2146525,0.9900155,-1.1863319,-0.3343587,1.2301815,-0.46017382531575324,1.6914
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0042.jpg,-0.42630827,1.0137769,-4.4183493,1.0137769,-1.2769603,-0.42630827,1.2299211,-0.4885899504359019,1.6645261
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0043.jpg,-0.36066604,0.77756464,-4.574967,0.77756464,-1.3860227,-0.36066604,1.0590689,-0.5377193482505226,1.4920466
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0044.jpg,-0.4557338,1.0620387,-2.7874396,1.0620387,-0.7270449,-0.4557338,1.2775456,-0.42064810080787685,1.7494643
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0045.jpg,-0.34867036,1.187883,-4.2709956,1.187883,-1.1439277,-0.34867036,1.3862252,-0.4140244570437418,1.8566523
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0046.jpg,-0.46496332,0.92964244,-4.4546714,0.92964244,-1.3299974,-0.46496332,1.154799,-0.5260693119874422,1.5728033
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0047.jpg,-0.4680941,0.96235013,-4.68105,0.96235013,-1.3955979,-0.4680941,1.1796715,-0.5210164845038747,1.5969296
/Users/stefanobonetto/Documents/GitHub/ClipBased-SyntheticImageDetection/temp_frames/frame_0048.jpg,-0.25818837,0.88022137,-4.476514,0.88022137,-1.2848269,-0.25818837,1.1616672,-0.46989643125647357,1.6322483
